"","PLOT_ID","specie","G_sp","N_sp","sp_1","sp_2","sp_3","G_sp_1","G_sp_2","G_sp_3","N_sp_1","N_sp_2","N_sp_3","IFN3_ID","SUM_DBH","SUM_H","BASAL_AREA","DENSITY","CD_0_75","CD_75_125","CD_125_175","CD_175_225","CD_225_275","CD_275_325","CD_325_375","CD_375_425","CD_425_","MEAN_DBH","MEAN_H","QM_DBH","DOMINANT_H","Estadillo","Clase","Subclase","PosEsp.x","Ocupa","Estado_pcespparc","FPMasa","Edad","FInfor","Fiabil","Barrena1","Barrena2","Barrena3","AltPer","OrgMasa1","OrgMasa2","TratMasa","INVENTORY_ID","PLOT_ID.x","Provincia","CoorX","Coory","Tipo","Vuelo1","Pasada1","Foto1","Vuelo2","Pasada2","Foto2","Ano","INE","Nivel1","Nivel2","Nivel3","FccTot","FccArb","DisEsp","ComEsp","Rocosid","Textura","MatOrg","PhSuelo","FechaPh","HoraPh","TipSuelo1","TipSuelo2","TipSuelo3","MErosiva","ModComb","EspCMue","PresReg","EfecReg","CortaReg","MejVue1","MejVue2","MejSue1","MejSue2","Orienta1","Orienta2","MaxPend1","MaxPend2","Localiza","Acceso","Levanta","Obser","Equipo","JefeEq","FechaIni","HoraIni","FechaFin","HoraFin","Tiempo","Resid","RumboF1","RumboF2","DistFoto","CarFoto1","NumFoto1","ConFoto1","CarFoto2","NumFoto2","ConFoto2","Estado_pcparcelas","Tecnico","MASTER_CLASE","AGE","MUNICIPALITY","PosEsp.y","SPECIE_IFN_ID","Fecha_IFN3","Anyo_IFN3","EXEC_TIME"
"40215","28_135_IFN3",21,502549.055555556,1867.41799894491,21,NA,NA,502549.055555556,NA,NA,1867.41799894491,NA,NA,"28_135_A_1",33717.505210495,24976.7157358881,50.2549055555556,1867.41799894491,0,254.647908947033,604.788783749202,795.774715459477,212.206590789194,0,0,0,0,18.0556818181818,13.375,18.5107288709368,14.0625,135,"A","1",1,10,4,2,51,7,3,NA,NA,NA,NA,2,"2",1,"IFN3","28_135",28,NA,NA,0,1983,"03","3227","1997","","3-1","2000","118",1,"1","2",100,100,1,1,1,3,2,4,"05/12/00 00:00:00","12/30/99 13:17:00",1,2,1,1,5,4,NA,NA,"0","3","","0","",340,0,7.5,0,3,"2",2,"NO DOY OCUPACION A RESTANTES  ESPECIES.
LA EDAD SE HA CALCULADO     SUMANDO 10  AÑOS A LA EDAD DEL    IFN2. PIE 15, 42 D COMPROBADO. 
PIE A 267G Y 12.7M NO ENTRA POR    POCO.
CEREZO A 8.8M Y 326G Y D 106,107   COMO  REFERENCIA. RUMBOS CON DIFERENCIAS DE UNOS 10 GRADOS. 
ESPECIE 95 CEREZO  SILVESTRE.",15,17,"05/12/00 00:00:00","12/30/99 10:41:06","05/12/00 00:00:00","12/30/99 13:19:21",158,"027","325","025","10",NA,NA,NA,NA,NA,NA,"D",4,"A1",51,118,1,21,0-05-12,2000,9
"40231","28_136_IFN3",21,574628.104166667,1729.48371493193,21,NA,NA,574628.104166667,NA,NA,1729.48371493193,NA,NA,"28_136_A_1",34744.7619487404,27882.1776414435,57.4628104166667,1729.48371493193,0,0,604.788783749202,572.957795130823,466.854499736226,70.7355302630646,14.1471060526129,0,0,20.089672801636,16.1216768916155,20.5679142134545,16.875,136,"A","1",1,10,4,2,48,7,3,NA,NA,NA,NA,2,"2",1,"IFN3","28_136",28,NA,NA,0,1983,"03","3227","1997","","3-1","2000","118",1,"1","2",100,95,1,1,1,2,2,4,"05/10/00 00:00:00","12/30/99 11:48:00",1,2,1,1,5,7,NA,NA,"0","0","","0","",60,0,7,0,2,"2",2,"NO DOY OCUPACION A RESTANTES ESPECIES.LE EDAD SE HA ESTIMADO   SUMANDO 10 AÑOS A LA EDAD DEL IFN2.
PIE       16 ENTRA JUSTO.
PIE 30 ENTRA POR      PENDIENTE.
PIE 33 ENTRA POR    PENDIENTE.
PIE 39 ENTRA POR  PENDIENTE.
LOS PIES QUE HAN  DESAPARECIDO NO LOS  HAN SACADO DEL  MONTE,MURIERON AL ESTAR  DOMINADOS Y  ESTAN TOTALMENTE PODRIDOS.

EN LOS ALREDEDORES HAY MAJUELO.",15,17,"05/10/00 00:00:00","12/30/99 10:08:48","05/10/00 00:00:00","12/30/99 11:53:48",105,"027","300","130","10",NA,NA,NA,NA,NA,NA,"D",4,"A1",48,118,1,21,0-05-10,2000,9
"40252","28_137_IFN3",21,109535.319444444,442.097064144154,21,NA,NA,109535.319444444,NA,NA,442.097064144154,NA,NA,"28_137_A_1",7729.27139184507,3623.42753772548,10.9535319444444,442.097064144154,0,0,222.816920328653,190.985931710274,28.2942121052258,0,0,0,0,17.4832,8.196,17.7612420736839,8.57142857142857,137,"A","1",1,10,3,2,30,7,2,NA,NA,NA,NA,2,"2",1,"IFN3","28_137",28,NA,NA,0,1983,"03","3226","1997","","3-1","2000","069",1,"1","1",100,40,1,1,3,3,2,4,"05/10/00 00:00:00","12/30/99 13:39:00",1,2,1,1,7,5,NA,NA,"0","0","","5","",230,0,15,5,1,"1",2,"NO DOY OCUPACION A RESTANTES  ESPECIES.
LA EDAD SE HA CALCULADO   SUMANDO 10 AÑOS A LA EDAD DEL    IFN2.
CALICATA A 175G POR    PIEDDRAS.
PIES 3,4 Y 5 ENTRAN POR      PENDIENTE.
PIE 8 ENTRA POR      PENDIENTE.FORMAS CORRECTAS.
PIES 9,10 Y 11 ENTRAN POR     PENDIENTENTE.PIE 13 CRECIMIENTO COMPROBADO.",15,17,"05/10/00 00:00:00","12/30/99 12:35:35","05/10/00 00:00:00","12/30/99 13:39:33",64,"027","340","216","10",NA,NA,NA,NA,NA,NA,"D",4,"A1",30,69,1,21,0-05-10,2000,9
"40294","28_140_IFN3",21,418305.25,1725.94693841878,21,NA,NA,418305.25,NA,NA,1725.94693841878,NA,NA,"28_140_A_1",29493.1793431848,21630.9251544452,41.830525,1725.94693841878,0,286.478897565412,732.112738222719,523.442923946678,183.912378683968,0,0,0,0,17.0881147540984,12.5327868852459,17.5666115162809,14.3125,140,"A","1",1,10,4,2,52,7,3,NA,NA,NA,NA,2,"2",1,"IFN3","28_140",28,NA,NA,0,1983,"04","3235","1997","","3-3","2000","118",1,"1","2",100,95,1,1,1,3,2,4,"04/26/00 00:00:00","12/30/99 22:37:00",1,2,1,1,5,9,NA,NA,"0","0","","0","",250,0,8.5,0,3,"2",2,"LA EDAD SE HA CALCULADO SUMANDOLE 10  AÑOS A LA EDAD CALCULADA POR EL    CAPATAZ     DEL IFN2.
PIE A 65G NO    ENTRA POR   DISTANCIA.
NO DOY OCUPACION    A RESTANTES ESPECIES.
PIE A 15.3M Y 351G NO ENTRA   POR  DISTANCIA. FORMAS CORRECTAS.
EN LOS ALREDEDORES HAY  ANTIGUAS  TERRAZAS CASI DESAPARECIDAS.",15,17,"04/26/00 00:00:00","12/30/99 13:28:03","04/26/00 00:00:00","12/30/99 15:40:54",110,"027","315","140","10",NA,NA,NA,NA,NA,NA,"D",4,"A1",52,118,1,21,0-04-26,2000,9
"40327","28_142_IFN3",21,300662.25,2769.29600979898,21,NA,NA,300662.25,NA,NA,2769.29600979898,NA,NA,"28_142_A_1",31939.2139796816,17284.2268197798,30.066225,2769.29600979898,0,1814.36635124761,954.929658551372,0,0,0,0,0,0,11.5333333333333,6.24137931034483,11.7573601306322,6.875,142,"A","1",1,10,3,2,49,7,3,NA,NA,NA,NA,2,"2",1,"IFN3","28_142",28,NA,NA,0,1983,"04","3233","1997","","3-3","2000","118",1,"1","2",100,80,1,1,1,2,1,4,"05/17/00 00:00:00","12/30/99 11:07:00",1,2,1,1,5,3,NA,NA,"0","3","4","2","",130,0,5,0,2,"1",2,"NO DOY OCUPACION A RESTANTES     ESPECIES.
LA EDAD SE HA ESTIMADO     SUMANDO 10 AÑOS  A LA EDAD DEL    IFN2.
PIE A 75G Y 9.3M CON D 123,125 NO    ENTRA  POR POCO.
PIE 15 MEDIDO DEBAJO   1.3M.
PIE 31 ENTRA POR PENDIENTE. FORMAS CORRECTAS.
SE HA DIFICULTADO ALGO LA LOCALIZACION  AL DESAPARECER ALGUNOS PIES.",15,17,"05/17/00 00:00:00","12/30/99 10:07:09","05/17/00 00:00:00","12/30/99 11:13:39",66,"027","220","320","10",NA,NA,NA,NA,NA,NA,"D",4,"A1",49,118,1,21,0-05-17,2000,9
"40339","28_143_IFN3",21,221712.763888889,1046.88584789336,21,43,NA,221712.763888889,8836,NA,1046.88584789336,127.323954473516,NA,"28_143_A_1",18187.1658635879,10516.6049618611,23.0548763888889,1174.20980236687,0,127.323954473516,795.774715459477,222.816920328653,28.2942121052258,0,0,0,0,15.4888554216867,8.95632530120482,15.811155414522,10,143,"A","1",1,9,3,2,32,7,4,NA,NA,NA,NA,2,"2",1,"IFN3","28_143",28,NA,NA,0,1983,"04","3234","1997","","3-3","2000","118",1,"1","2",100,70,1,1,1,3,1,4,"05/17/00 00:00:00","12/30/99 13:14:00",1,2,1,1,6,3,NA,NA,"0","3","4","5","",10,0,8,0,2,"2",2,"DEJO 10% A RESTANTES ESPECIES.
LA EDAD        SE HA CALCULADO SUMANDO 10 AÑOS  A    LA     EDAD DEL IFN2.

PIES 1,2 Y 3    ENTRAN   POR PENDIENTE.
PIE A 134G Y    10.1M NO  ENTRA POR POCO.

PIE A 217G Y    10.7M NO ENTRA POR POCO. FORMAS CORRECTAS 
LOS PIES   CORTADOS SE ENCUENTRAN EN EL  MONTE   PERO NO SE PUEDEN MEDIR AL   ESTAR
TIRADOS Y ESTAR PODRIDOS.",15,17,"05/17/00 00:00:00","12/30/99 12:10:49","05/17/00 00:00:00","12/30/99 13:14:50",64,"027","320","125","10",NA,NA,NA,NA,NA,NA,"D",4,"A1",32,118,1,21,0-05-17,2000,9
"40416","28_148_IFN3",21,126684.368055556,201.596261249734,21,NA,NA,126684.368055556,NA,NA,201.596261249734,NA,NA,"28_148_A_1",5543.0129902394,2397.93447591789,12.6684368055556,201.596261249734,0,0,31.8309886183791,0,56.5884242104517,56.5884242104517,56.5884242104517,0,0,27.4956140350877,11.8947368421053,28.2862475108597,12.875,148,"A","1",1,10,4,2,48,7,3,NA,NA,NA,NA,2,"2",1,"IFN3","28_148",28,NA,NA,0,1983,"04","3233","1997","","3-3","2000","118",1,"1","2",60,55,1,1,5,NA,NA,NA,"05/29/00 00:00:00","12/30/99 11:37:00",NA,NA,NA,1,5,0,NA,NA,"0","0","","0","",90,0,6.2,0,2,"2",2,"NO DOY OCUPACION A RESTANTES     ESPECIES.
SE HA CALCULADO LA EDAD     SUMANDO 10 AÑOS  A LA EDAD DE IFN2.
PIE    A 84G Y 14.9M CON D 216,231 NO  ENTRA    POR POCO.
PIE A 110G Y 15.8M NO ENTRA    POR POCO.
PIE A 240G 12.5M NO ENTRA.
 FORMAS CORRECTAS",15,17,"05/29/00 00:00:00","12/30/99 10:40:04","05/29/00 00:00:00","12/30/99 11:49:27",69,"027","310","110","10",NA,NA,NA,NA,NA,NA,"D",4,"A1",48,118,1,21,0-05-29,2000,9
"40431","28_149_IFN3",21,262728.611111111,877.120575262001,21,273,NA,262728.611111111,11130.25,NA,877.120575262001,127.323954473516,NA,"28_149_A_1",18348.4428725876,10474.1636437033,27.3858861111111,1004.44452973552,0,127.323954473516,222.816920328653,541.126806512444,113.176848420903,0,0,0,0,18.2672535211268,10.4278169014085,18.6318285525406,10.5625,149,"A","1",1,10,3,2,31,7,3,NA,NA,NA,NA,2,"2",1,"IFN3","28_149",28,NA,NA,0,1983,"04","3234","1997","","3-3","2000","118",1,"1","2",100,75,1,1,3,2,1,4,"06/06/00 00:00:00","12/30/99 11:20:00",1,2,1,1,6,4,NA,NA,"0","1","3","5","",230,0,10,0,2,"2",2,"NO DOY OCUPACION A RESTANTES      ESPECIES.
LA EDAD SE HA ESTIMADO      SUMANDO 10 AÑOS  A LA EDAD DEL IFN  2.
PIE 5 ENTRA POR PENDIENTE.
PIE 14    ENTRA POR PENDIENTE.
PIE 17 ENTRA POR   PENDIENTE. FORMAS CORRECTAS. 
HAN REALIZADO PODAS.",15,17,"06/06/00 00:00:00","12/30/99 10:16:28","06/06/00 00:00:00","12/30/99 11:41:45",85,"027","397","330","10",NA,NA,NA,NA,NA,NA,"D",4,"A1",31,118,1,21,0-06-06,2000,9
"40448","28_15_IFN3",21,172986.333333333,597.715230722896,21,NA,NA,172986.333333333,NA,NA,597.715230722896,NA,NA,"28_15_A_1",11391.9571488666,5209.67180387471,17.2986333333333,597.715230722896,0,0,127.323954473516,413.802852038928,56.5884242104517,0,0,0,0,19.0591715976331,8.71597633136095,19.1961349660065,9.30882352941176,15,"A","1",1,6,3,2,35,7,3,NA,NA,NA,NA,2,"1",1,"IFN3","28_15",28,NA,NA,0,1985,"J","0013","1997","","2-2","2000","071",1,"1","2",95,40,1,1,2,2,2,4,"05/18/00 00:00:00","12/30/99 11:17:00",1,2,1,1,5,2,NA,NA,"9","0","","3","",375,0,5.5,0,2,"2",2,"

PARTE DE LA PARCELA SE QUEMO EN UN       INCENDIO DE GRANDES DIMENSIONES, ESTA       ZONA HA SIDO REPOBLADA  RECIENTEMENTE   EN    SURCOS HABIENDO  MUCHOS   FALLOS.
PIE 4  MEDIDO A 1'20M.    COMPROBADAS FORMAS EN  GENERAL.
PIE  13  MEDIDO A 1'25M. CORTAS DE PINOS   QUEMADOS, QUEDAN LOS RESTOS.

",1,1,"05/18/00 00:00:00","12/30/99 10:30:23","05/18/00 00:00:00","12/30/99 11:34:18",64,"027","220","075","16",NA,NA,NA,NA,NA,NA,"D",4,"A1",35,71,1,21,0-05-18,2000,9
"40450","28_150_IFN3",21,231993.243055556,1068.10650697228,21,43,NA,231993.243055556,60224.3,NA,1068.10650697228,264.833825304914,NA,"28_150_A_1",20039.2979144429,12509.0126427809,29.2217543055556,1332.94033227719,0,636.619772367581,190.985931710274,381.971863420549,113.176848420903,0,0,0,10.1859163578813,15.0339046911484,9.38452557843345,16.7071682892646,11.3937823834197,150,"A","1",1,6,4,2,27,7,3,NA,NA,NA,NA,2,"2",1,"IFN3","28_150",28,NA,NA,0,1983,"04","3234","1997","","3-3","2000","118",1,"1","2",100,90,1,2,1,2,1,4,"05/09/00 00:00:00","12/30/99 15:19:00",1,2,1,1,6,5,NA,NA,"0","0","","5","",250,0,8,0,2,"2",2,"NO DOY OCUPACION A RESTANTES        ESPECIES.
PIE 19 ENTRA POR       PENDIENTE.
PIE 21 ENTRA POR      PENDIENTE.
PIE 22 ENTRA POR     PENDIENTE.
PIE 24 ENTRA POR   PENDIENTE.
PIE 3 ENTRA POR PENDIENTE.
H  PIE 28 COMPROBADA. FORMAS CORRECTAS",15,17,"05/09/00 00:00:00","12/30/99 13:47:39","05/09/00 00:00:00","12/30/99 15:33:16",106,"027","150","370","10",NA,NA,NA,NA,NA,NA,"D",4,"A1",27,118,1,21,0-05-09,2000,9
"40497","28_153_IFN3",21,297183.75,1114.08460164327,21,25,NA,297183.75,18998.5625,NA,1114.08460164327,190.985931710274,NA,"28_153_A_1",22068.2475702965,10350.3764657429,31.61823125,1305.07053335354,0,254.647908947033,445.633840657307,477.464829275686,99.0297423682904,28.2942121052258,0,0,0,16.909620596206,7.93089430894309,17.5633296609865,8.5625,153,"A","1",1,10,4,2,49,7,4,NA,NA,NA,NA,2,"2",1,"IFN3","28_153",28,NA,NA,0,1983,"04","3233","1997","","3-3","2000","027",1,"1","1",100,75,1,1,1,2,2,4,"05/08/00 00:00:00","12/30/99 21:31:00",1,2,1,1,6,4,NA,NA,"0","0","","0","",350,0,9.2,0,2,"2",2,"NO DOY OCUPACION A RESTANTES              ESPECIES.
LA EDAD DE LA MASA SE HA              ESTIMADO  AÑADIENDO 10 AÑOS A  LA     EDAD         DADA POR EL   CAPATAZ DEL     IFN2.
H   PIE   1    COMPROBADA.
PIE  26    ENTRA POR  PENDIENTE.

PIE A  4.1M  Y   313G CON D   74,75 NO ENTRA   POR  MUY    POCO.
PIE 34    ENTRA POR     PENNDIENTE.
H  PIE 1, 33       COMPROBADA.HAY UNOS 10 GRADOS DE DIFERENCIA EN EL RUMBO.
ESPECIE 101 CISTUS   LAURIFOLIUS.
LOS DAÑOS DE INSECTOS SON  POR  PROCESIONARIA.
EN LOS   ALREDEDORES  HAY SAUCE.",15,17,"05/08/00 00:00:00","12/30/99 10:05:07","05/08/00 00:00:00","12/30/99 21:31:15",87,"027","040","265","10",NA,NA,NA,NA,NA,NA,"D",4,"A1",49,27,1,21,0-05-08,2000,9
"40507","28_154_IFN3",21,242948.715277778,1796.68246868184,21,43,NA,242948.715277778,13572.25,NA,1796.68246868184,5.09295817894065,NA,"28_154_A_1",22997.641702423,12308.8310921364,25.6520965277778,1801.77542686078,0,891.267681314614,763.943726841098,127.323954473516,14.1471060526129,0,0,0,5.09295817894065,12.7638779836683,6.83150125628141,13.4637538244788,8.09926017262639,154,"A","1",1,10,3,2,49,7,4,NA,NA,NA,NA,2,"2",1,"IFN3","28_154",28,NA,NA,0,1983,"04","3233","1997","","3-3","2000","118",1,"1","2",100,70,1,1,1,3,2,4,"05/08/00 00:00:00","12/30/99 14:53:00",1,2,1,1,5,3,NA,NA,"0","0","","0","",30,0,7.5,0,2,"2",2,"NO DOY OCUPACION A RESTANTES      ESPECIES.
HE CALCULADO LA EDAD      AÑADIENDO 10 AÑOS  A LA EDAD DEL     IFN2.
PIE 3 ENTRA POR PENDIENTE.
PIE 26    ENTRA POR PENDIENTE.
NO SE HA   APRECIADO PINO LARICIO EN LA   PARCELA. FORMAS CORRECTAS 
ESPECIE 101 CISTUS  LAURIFOLIUS.
28,PIE 18 DIAM. CORRECTO.",15,17,"05/08/00 00:00:00","12/30/99 13:32:38","05/08/00 00:00:00","12/30/99 15:06:48",94,"027","056","240","07",NA,NA,NA,NA,NA,NA,"D",4,"A1",49,118,1,21,0-05-08,2000,9
"40522","28_155_IFN3",21,190173.0625,859.436692696235,21,NA,NA,190173.0625,NA,NA,859.436692696235,NA,NA,"28_155_A_4",14166.3814846096,6493.52167814933,19.01730625,859.436692696235,0,127.323954473516,413.802852038928,318.309886183791,0,0,0,0,0,16.4833333333333,7.55555555555556,16.7850490130464,7.625,155,"A","4",1,10,3,2,29,7,4,NA,NA,NA,NA,2,"2",1,"IFN3","28_155",28,NA,NA,0,1997,"","3-3","1983","04","3234","2000","118",1,"1","2",100,65,1,1,1,2,2,4,"06/01/00 00:00:00","12/30/99 13:02:00",1,2,1,1,6,2,NA,NA,"0","1","3","5","",325,0,7.5,0,2,"2",2,"NO SE HA PODIDO LOCALIZAR EL REJON POR        HOMOGENEIDAD EN LA MASA,MALAS        REFERENCIAS EN EL CROQUIS Y NO TENER        DETECTOR.
PIE A 1.1M Y 34G CON D 123,125 NO ENTRA  POR POCO.",15,17,"06/01/00 00:00:00","12/30/99 11:56:53","06/06/00 00:00:00","12/30/99 13:04:05",68,"027","010","210","10",NA,NA,NA,NA,NA,NA,"D",4,"A4",29,118,1,21,0-06-01,2000,9
"40529","28_156_IFN3",21,191690.381944444,1174.20980236687,21,NA,NA,191690.381944444,NA,NA,1174.20980236687,NA,NA,"28_156_A_1",16052.1907214229,9001.09622597497,19.1690381944444,1174.20980236687,0,636.619772367581,222.816920328653,286.478897565412,28.2942121052258,0,0,0,0,13.6706325301205,7.66566265060241,14.4172480266745,10.1,156,"A","1",1,9,4,2,29,7,3,NA,NA,NA,NA,2,"2",1,"IFN3","28_156",28,NA,NA,0,1983,"04","3234","1997","","3-3","2000","118",1,"1","2",100,70,1,1,2,3,2,4,"06/06/00 00:00:00","12/30/99 15:41:00",1,2,1,1,7,4,NA,NA,"0","4","","5","",240,0,11,0,2,"3",3,"DEJO 10% A RESTANTES ESPECIES.
LA EDAD   SE HA ESTIMADO SUMANDO 10 AÑOS  A LA   EDAD DEL IFN 2. FORMAS CORRECTAS 
PIE 20 ENTRA POR  PENDIENTE.
PARCELA DIFICIL DE LEVANTAR POR  MATORRAL.",15,17,"06/06/00 00:00:00","12/30/99 14:28:01","06/06/00 00:00:00","12/30/99 15:43:12",75,"027","015","190","10",NA,NA,NA,NA,NA,NA,"D",4,"A1",29,118,1,21,0-06-06,2000,9
"40580","28_16_IFN3",21,139232.4375,1050.42262440651,21,NA,NA,139232.4375,NA,NA,1050.42262440651,NA,NA,"28_16_A_1",13271.9307044332,5315.7750992693,13.92324375,1050.42262440651,0,509.295817894065,477.464829275686,63.6619772367581,0,0,0,0,0,12.6348484848485,5.06060606060606,12.9910196254602,6.25,16,"A","1",1,10,3,2,30,7,3,NA,NA,NA,NA,2,"1",1,"IFN3","28_16",28,NA,NA,0,1985,"J","0013","1997","","2-2","2000","071",1,"1","2",95,40,1,1,2,2,2,4,"05/09/00 00:00:00","12/30/99 13:29:00",1,2,1,1,7,1,NA,NA,"0","0","","5","",100,0,6.5,0,2,"2",2,"EDAD POR COMPARACION CON IFN2. PIE 1       ENTRA JUSTO CON PENDIENTE. COMPROBADO      DIAMETRO PIE 2. ADEMAS DE LOS DAÑOS   POR   NIEVE HAY OTROS POR INSECTOS EN     GENERAL. ",1,1,"05/09/00 00:00:00","12/30/99 12:09:39","05/09/00 00:00:00","12/30/99 13:41:57",92,"027","000","205","10",NA,NA,NA,NA,NA,NA,"D",4,"A1",30,71,1,21,0-05-09,2000,9
"40623","28_165_IFN3",21,222160.041666667,470.39127624938,21,NA,NA,222160.041666667,NA,NA,470.39127624938,NA,NA,"28_165_A_1",11370.7364897876,4084.97687269198,22.2160041666667,470.39127624938,0,0,31.8309886183791,127.323954473516,212.206590789194,99.0297423682904,0,0,0,24.1729323308271,8.68421052631579,24.5221420583076,8.4375,165,"A","1",1,10,4,2,40,5,2,NA,NA,NA,NA,2,"2",1,"IFN3","28_165",28,NA,NA,0,1985,"K","0011","1997","","2-4","2000","120",1,"1","2",95,65,1,1,2,2,2,4,"05/22/00 00:00:00","12/30/99 21:48:00",1,2,1,1,7,1,NA,NA,"0","4","3","5","",57,0,4,0,3,"2",2,"ARBOL 6 Y 7 DEL IFN3 DN. MEDIDO CON LAS  PUNTAS DE LA FORCIPULA.ARBOL 18, 24 CRECIMIENTO COMPROBADO.
ARBOL 26   MEDIDO UN POCO POR ENCIMA DE  1.3.
NO  SE OBSERVA REGENERACION EN 5 MT.
LAS PODAS Y ENTRESACAS SON RECIENTES,  ENCONTRANDOSE POR EL SUELO LOS DESPOJOS  DE ESTAS.
LAS TERRAZAS NO ESTAN MUY BIEN  DEFINIDAS.
LOS ARBOLES QUE EN EL IFN2 TENIAN FORMA  3 AHORA YA TIENEN FORMA 2.",4,31,"05/22/00 00:00:00","12/30/99 10:39:36","05/22/00 00:00:00","12/30/99 11:48:35",69,"120","175","75","10",NA,NA,NA,NA,NA,NA,"D",4,"A1",40,120,1,21,0-05-22,2000,9
"40662","28_168_IFN3",21,180708.895833333,756.870173814791,21,NA,NA,180708.895833333,NA,NA,756.870173814791,NA,NA,"28_168_A_1",12903.3985917626,5890.5012826567,18.0708895833333,756.870173814791,0,127.323954473516,286.478897565412,286.478897565412,56.5884242104517,0,0,0,0,17.0483644859813,7.78271028037383,17.4354889052325,8.61764705882353,168,"A","1",1,10,3,2,25,1,3,NA,NA,NA,NA,2,"2",1,"IFN3","28_168",28,NA,NA,0,1985,"L","0014","1995","","4-2","2000","120",1,"1","2",100,50,1,1,3,2,2,4,"05/18/00 00:00:00","12/30/99 21:29:00",1,2,1,1,7,1,NA,NA,"0","4","3","5","",120,0,10.5,0,2,"1",2,"ES UNA REPOBLACION DE PINOS ATERRAZADA. FORMAS CORRECTAS HAY MONTONES DE SERRIN DE PODAS Y   ALGUNA ENTRESACA QUE HAN  TRITURADO.
DESBROCES ENTRE LAS FILAS.
EN LA CUARTA TERRAZA SUBIENDO DE LA  PISTA.VER CROQUIS.",4,31,"05/18/00 00:00:00","12/30/99 10:56:27","05/18/00 00:00:00","12/30/99 12:14:23",78,"120","285","12","10",NA,NA,NA,NA,NA,NA,"D",4,"A1",25,120,1,21,0-05-18,2000,9
"40707","28_172_IFN3",21,131280.9375,498.685488354605,21,52,657,131280.9375,40090.5902777778,30435.7986111111,498.685488354605,79.3652649551585,141.471060526129,"28_172_A_1",12965.9995360454,6943.25817956189,20.1807326388889,719.521813835893,0,0,477.464829275686,95.4929658551372,70.7355302630646,70.7355302630646,0,0,5.09295817894065,18.0203008257963,9.64982304364923,18.8973776053146,12.2336956521739,172,"A","1",1,7,3,2,40,5,2,NA,NA,NA,NA,2,"2",1,"IFN3","28_172",28,NA,NA,0,1985,"L","0014","1997","","4-2","2000","120",1,"1","2",100,70,1,2,3,2,2,4,"05/19/00 00:00:00","12/30/99 21:58:00",1,2,1,1,7,2,NA,NA,"0","4","3","5","",185,0,5.8,0,2,"3",2,"PIE 10 CRECIMIENTO COMPROBADO.EL PIE 11 MEDIDO POR DE BAJO A 1.10MTS     LOS DIAMETROS ESTAN COMPROBADOS.
EL  29  SE MIDE POR DEBAJO PORQUE SE   BIFURCA  UN POCO POR ENCIMA DE  1.30MTS. FORMAS CORRECTAS 

PINCHADA A 20MTS DEL RIO EN  LA PRIMERA  TERRAZA.
HAY UNA ZONA DE ALAMOS TEMBLONES EN LA  PARCELA QUE TIENE EL SUELO ENCHARCADO.
LAS LADERAS DEL BARRANCO ESTAN  ATERRAZADAS .
ENTRESACA Y PODAS EN TODAS LAS ESPECIES  QUE SON ANTIGUAS.",4,31,"05/19/00 00:00:00","12/30/99 10:30:14","05/19/00 00:00:00","12/30/99 12:15:41",105,"120","95","36","10",NA,NA,NA,NA,NA,NA,"D",4,"A1",40,120,1,21,0-05-19,2000,9
"40752","28_18_IFN3",21,199271.291666667,901.878010854074,21,NA,NA,199271.291666667,NA,NA,901.878010854074,NA,NA,"28_18_A_1",14720.4175253951,5455.47777153886,19.9271291666667,901.878010854074,0,254.647908947033,286.478897565412,318.309886183791,42.4413181578388,0,0,0,0,16.3219607843137,6.04901960784314,16.7727212005264,6.86666666666667,18,"A","1",1,10,3,2,20,5,4,NA,NA,NA,NA,2,"2",1,"IFN3","28_18",28,NA,NA,0,1985,"K","0008","1997","","2-3","2000","001",1,"1","2",95,70,1,1,2,2,2,4,"06/14/00 00:00:00","12/30/99 12:29:00",1,2,1,1,7,4,NA,NA,"0","0","","5","",240,0,5.5,0,3,"2",2,"HEMOS PODADO.
PIE 2 MEDIDO A 1'15M, 6 Y 15 A 1'40M, 13 A  1'25M. COMPROBADOS   DIAMETROS EN GENERAL. PIE 7, 23   COMPROBADA FORMA.",1,1,"06/14/00 00:00:00","12/30/99 10:50:31","06/14/00 00:00:00","12/30/99 12:34:31",104,"027","100","240","07",NA,NA,NA,NA,NA,NA,"D",4,"A1",20,1,1,21,0-06-14,2000,9
